cheeses_ID,wedding_ID,MAX_SCORE,MAX_MATCH_PERCENTAGE
Peau Rouge,rosé - Cinsault,23,0.66
Peau Rouge,rosé - Grenache,24,0.69
Peau Rouge,rosé - Malbec,22,0.63
Peau Rouge,rosé - Merlot,24,0.69
Peau Rouge,rosé - Mourvèdre,27,0.77
Peau Rouge,rosé - Pinot Noir,23,0.66
Peau Rouge,rosé - Sangiovese,27,0.77
Peau Rouge,rosé - Shiraz,25,0.71
Peau Rouge,rosé - Tempranillo,27,0.77
Peau Rouge,white - Albariño,27,0.77
Peau Rouge,white - Chardonnay,27,0.77
Peau Rouge,white - Chenin Blanc,27,0.77
Peau Rouge,white - Gewürztraminer,21,0.6
Peau Rouge,white - Moscato,24,0.69
Peau Rouge,white - Pinot Grigio,24,0.69
Peau Rouge,white - Riesling,23,0.66
Peau Rouge,white - Sauvignon Blanc,23,0.66
Peau Rouge,white - Vermentino,22,0.63
Peau Rouge,white - Viognier,25,0.71
Pecorino,port - Gouveio,26,0.74
Pecorino,port - Malvasia Fina,26,0.74
Pecorino,port - Sousão,25,0.71
Pecorino,port - Tempranillo,27,0.77
Pecorino,port - Tinta Amarela,27,0.77
Pecorino,port - Tinta Barroca,25,0.71
Pecorino,port - Tinta Cão,25,0.71
Pecorino,port - Touriga Franca,27,0.77
Pecorino,port - Touriga Nacional,25,0.71
Pecorino,port - Viosinho,26,0.74
Pecorino,red - Cabernet Sauvignon,28,0.8
Pecorino,red - Carménère,24,0.69
Pecorino,red - Malbec,28,0.8
Pecorino,red - Merlot,25,0.71
Pecorino,red - Pinot Noir,27,0.77
Pecorino,red - Shiraz,26,0.74
Pecorino,red - Tempranillo,28,0.8
Pecorino,rosé - Cinsault,24,0.69
Pecorino,rosé - Grenache,27,0.77
Pecorino,rosé - Malbec,25,0.71
Pecorino,rosé - Merlot,28,0.8
Pecorino,rosé - Mourvèdre,26,0.74
Pecorino,rosé - Pinot Noir,25,0.71
Pecorino,rosé - Sangiovese,28,0.8
Pecorino,rosé - Shiraz,25,0.71
Pecorino,rosé - Tempranillo,26,0.74
Pecorino,white - Albariño,28,0.8
Pecorino,white - Chardonnay,26,0.74
Pecorino,white - Chenin Blanc,26,0.74
Pecorino,white - Gewürztraminer,26,0.74
Pecorino,white - Moscato,27,0.77
Pecorino,white - Pinot Grigio,27,0.77
Pecorino,white - Riesling,26,0.74
Pecorino,white - Sauvignon Blanc,26,0.74
Pecorino,white - Vermentino,25,0.71
Pecorino,white - Viognier,27,0.77
Pecorino Barba Del Passatore,port - Gouveio,26,0.74
Pecorino Barba Del Passatore,port - Malvasia Fina,26,0.74
Pecorino Barba Del Passatore,port - Sousão,23,0.66
Pecorino Barba Del Passatore,port - Tempranillo,27,0.77
Pecorino Barba Del Passatore,port - Tinta Amarela,27,0.77
Pecorino Barba Del Passatore,port - Tinta Barroca,23,0.66
Pecorino Barba Del Passatore,port - Tinta Cão,23,0.66
Pecorino Barba Del Passatore,port - Touriga Franca,27,0.77
Pecorino Barba Del Passatore,port - Touriga Nacional,23,0.66
Pecorino Barba Del Passatore,port - Viosinho,26,0.74
Pecorino Barba Del Passatore,red - Cabernet Sauvignon,26,0.74
Pecorino Barba Del Passatore,red - Carménère,26,0.74
Pecorino Barba Del Passatore,red - Malbec,24,0.69
Pecorino Barba Del Passatore,red - Merlot,26,0.74
Pecorino Barba Del Passatore,red - Pinot Noir,27,0.77
Pecorino Barba Del Passatore,red - Shiraz,23,0.66
Pecorino Barba Del Passatore,red - Tempranillo,24,0.69
Pecorino Barba Del Passatore,rosé - Cinsault,24,0.69
Pecorino Barba Del Passatore,rosé - Grenache,27,0.77
Pecorino Barba Del Passatore,rosé - Malbec,23,0.66
Pecorino Barba Del Passatore,rosé - Merlot,27,0.77
Pecorino Barba Del Passatore,rosé - Mourvèdre,22,0.63
Pecorino Barba Del Passatore,rosé - Pinot Noir,26,0.74
Pecorino Barba Del Passatore,rosé - Sangiovese,26,0.74
Pecorino Barba Del Passatore,rosé - Shiraz,26,0.74
Pecorino Barba Del Passatore,rosé - Tempranillo,26,0.74
Pecorino Barba Del Passatore,white - Albariño,24,0.69
Pecorino Barba Del Passatore,white - Chardonnay,26,0.74
Pecorino Barba Del Passatore,white - Chenin Blanc,26,0.74
Pecorino Barba Del Passatore,white - Gewürztraminer,26,0.74
Pecorino Barba Del Passatore,white - Moscato,27,0.77
Pecorino Barba Del Passatore,white - Pinot Grigio,27,0.77
Pecorino Barba Del Passatore,white - Riesling,26,0.74
Pecorino Barba Del Passatore,white - Sauvignon Blanc,26,0.74
Pecorino Barba Del Passatore,white - Vermentino,24,0.69
Pecorino Barba Del Passatore,white - Viognier,27,0.77
Pecorino Boccondilatte,port - Gouveio,22,0.63
Pecorino Boccondilatte,port - Malvasia Fina,22,0.63
Pecorino Boccondilatte,port - Sousão,23,0.66
Pecorino Boccondilatte,port - Tempranillo,27,0.77
Pecorino Boccondilatte,port - Tinta Amarela,27,0.77
Pecorino Boccondilatte,port - Tinta Barroca,23,0.66
Pecorino Boccondilatte,port - Tinta Cão,23,0.66
Pecorino Boccondilatte,port - Touriga Franca,27,0.77
Pecorino Boccondilatte,port - Touriga Nacional,23,0.66
Pecorino Boccondilatte,port - Viosinho,22,0.63
Pecorino Boccondilatte,red - Cabernet Sauvignon,24,0.69
Pecorino Boccondilatte,red - Carménère,26,0.74
Pecorino Boccondilatte,red - Malbec,24,0.69
Pecorino Boccondilatte,red - Merlot,24,0.69
Pecorino Boccondilatte,red - Pinot Noir,27,0.77
Pecorino Boccondilatte,red - Shiraz,24,0.69
Pecorino Boccondilatte,red - Tempranillo,24,0.69
Pecorino Boccondilatte,rosé - Cinsault,26,0.74
Pecorino Boccondilatte,rosé - Grenache,27,0.77
Pecorino Boccondilatte,rosé - Malbec,23,0.66
Pecorino Boccondilatte,rosé - Merlot,27,0.77
Pecorino Boccondilatte,rosé - Mourvèdre,24,0.69
Pecorino Boccondilatte,rosé - Pinot Noir,24,0.69
Pecorino Boccondilatte,rosé - Sangiovese,24,0.69
Pecorino Boccondilatte,rosé - Shiraz,26,0.74
Pecorino Boccondilatte,rosé - Tempranillo,26,0.74
Pecorino Boccondilatte,white - Albariño,24,0.69
Pecorino Boccondilatte,white - Chardonnay,24,0.69
Pecorino Boccondilatte,white - Chenin Blanc,24,0.69
Pecorino Boccondilatte,white - Gewürztraminer,22,0.63
Pecorino Boccondilatte,white - Moscato,27,0.77
Pecorino Boccondilatte,white - Pinot Grigio,27,0.77
Pecorino Boccondilatte,white - Riesling,24,0.69
Pecorino Boccondilatte,white - Sauvignon Blanc,24,0.69
Pecorino Boccondilatte,white - Vermentino,24,0.69
Pecorino Boccondilatte,white - Viognier,27,0.77
Pecorino Camomilla,port - Gouveio,26,0.74
Pecorino Camomilla,port - Malvasia Fina,26,0.74
Pecorino Camomilla,port - Sousão,23,0.66
Pecorino Camomilla,port - Tempranillo,27,0.77
Pecorino Camomilla,port - Tinta Amarela,27,0.77
Pecorino Camomilla,port - Tinta Barroca,23,0.66
Pecorino Camomilla,port - Tinta Cão,23,0.66
Pecorino Camomilla,port - Touriga Franca,27,0.77
Pecorino Camomilla,port - Touriga Nacional,23,0.66
Pecorino Camomilla,port - Viosinho,26,0.74
Pecorino Camomilla,red - Cabernet Sauvignon,26,0.74
Pecorino Camomilla,red - Carménère,26,0.74
Pecorino Camomilla,red - Malbec,24,0.69
Pecorino Camomilla,red - Merlot,26,0.74
Pecorino Camomilla,red - Pinot Noir,27,0.77
Pecorino Camomilla,red - Shiraz,23,0.66
Pecorino Camomilla,red - Tempranillo,24,0.69
Pecorino Camomilla,rosé - Cinsault,24,0.69
Pecorino Camomilla,rosé - Grenache,27,0.77
Pecorino Camomilla,rosé - Malbec,23,0.66
Pecorino Camomilla,rosé - Merlot,27,0.77
Pecorino Camomilla,rosé - Mourvèdre,22,0.63
Pecorino Camomilla,rosé - Pinot Noir,26,0.74
Pecorino Camomilla,rosé - Sangiovese,26,0.74
Pecorino Camomilla,rosé - Shiraz,26,0.74
Pecorino Camomilla,rosé - Tempranillo,26,0.74
Pecorino Camomilla,white - Albariño,24,0.69
Pecorino Camomilla,white - Chardonnay,26,0.74
Pecorino Camomilla,white - Chenin Blanc,26,0.74
Pecorino Camomilla,white - Gewürztraminer,26,0.74
Pecorino Camomilla,white - Moscato,27,0.77
Pecorino Camomilla,white - Pinot Grigio,27,0.77
Pecorino Camomilla,white - Riesling,26,0.74
Pecorino Camomilla,white - Sauvignon Blanc,26,0.74
Pecorino Camomilla,white - Vermentino,24,0.69
Pecorino Camomilla,white - Viognier,27,0.77
Pecorino Con Caglio Vegetale,port - Gouveio,24,0.69
Pecorino Con Caglio Vegetale,port - Malvasia Fina,24,0.69
Pecorino Con Caglio Vegetale,port - Sousão,23,0.66
Pecorino Con Caglio Vegetale,port - Tempranillo,25,0.71
Pecorino Con Caglio Vegetale,port - Tinta Amarela,25,0.71
Pecorino Con Caglio Vegetale,port - Tinta Barroca,23,0.66
Pecorino Con Caglio Vegetale,port - Tinta Cão,23,0.66
Pecorino Con Caglio Vegetale,port - Touriga Franca,25,0.71
Pecorino Con Caglio Vegetale,port - Touriga Nacional,23,0.66
Pecorino Con Caglio Vegetale,port - Viosinho,24,0.69
Pecorino Con Caglio Vegetale,red - Cabernet Sauvignon,24,0.69
Pecorino Con Caglio Vegetale,red - Carménère,24,0.69
Pecorino Con Caglio Vegetale,red - Malbec,24,0.69
Pecorino Con Caglio Vegetale,red - Merlot,24,0.69
Pecorino Con Caglio Vegetale,red - Pinot Noir,25,0.71
Pecorino Con Caglio Vegetale,red - Shiraz,23,0.66
Pecorino Con Caglio Vegetale,red - Tempranillo,24,0.69
Pecorino Con Caglio Vegetale,rosé - Cinsault,24,0.69
Pecorino Con Caglio Vegetale,rosé - Grenache,25,0.71
Pecorino Con Caglio Vegetale,rosé - Malbec,23,0.66
Pecorino Con Caglio Vegetale,rosé - Merlot,25,0.71
Pecorino Con Caglio Vegetale,rosé - Mourvèdre,22,0.63
Pecorino Con Caglio Vegetale,rosé - Pinot Noir,24,0.69
Pecorino Con Caglio Vegetale,rosé - Sangiovese,24,0.69
Pecorino Con Caglio Vegetale,rosé - Shiraz,24,0.69
Pecorino Con Caglio Vegetale,rosé - Tempranillo,24,0.69
Pecorino Con Caglio Vegetale,white - Albariño,24,0.69
Pecorino Con Caglio Vegetale,white - Chardonnay,24,0.69
Pecorino Con Caglio Vegetale,white - Chenin Blanc,24,0.69
Pecorino Con Caglio Vegetale,white - Gewürztraminer,24,0.69
Pecorino Con Caglio Vegetale,white - Moscato,25,0.71
Pecorino Con Caglio Vegetale,white - Pinot Grigio,25,0.71
Pecorino Con Caglio Vegetale,white - Riesling,24,0.69
Pecorino Con Caglio Vegetale,white - Sauvignon Blanc,24,0.69
Pecorino Con Caglio Vegetale,white - Vermentino,23,0.66
Pecorino Con Caglio Vegetale,white - Viognier,25,0.71
Pecorino Dei Malatesta Sotto Cenere,port - Gouveio,23,0.66
Pecorino Dei Malatesta Sotto Cenere,port - Malvasia Fina,23,0.66
Pecorino Dei Malatesta Sotto Cenere,port - Sousão,20,0.57
Pecorino Dei Malatesta Sotto Cenere,port - Tempranillo,28,0.8
Pecorino Dei Malatesta Sotto Cenere,port - Tinta Amarela,28,0.8
Pecorino Dei Malatesta Sotto Cenere,port - Tinta Barroca,20,0.57
Pecorino Dei Malatesta Sotto Cenere,port - Tinta Cão,20,0.57
Pecorino Dei Malatesta Sotto Cenere,port - Touriga Franca,28,0.8
Pecorino Dei Malatesta Sotto Cenere,port - Touriga Nacional,20,0.57
Pecorino Dei Malatesta Sotto Cenere,port - Viosinho,23,0.66
Pecorino Dei Malatesta Sotto Cenere,red - Cabernet Sauvignon,25,0.71
Pecorino Dei Malatesta Sotto Cenere,red - Carménère,27,0.77
Pecorino Dei Malatesta Sotto Cenere,red - Malbec,23,0.66
Pecorino Dei Malatesta Sotto Cenere,red - Merlot,25,0.71
Pecorino Dei Malatesta Sotto Cenere,red - Pinot Noir,28,0.8
Pecorino Dei Malatesta Sotto Cenere,red - Shiraz,21,0.6
Pecorino Dei Malatesta Sotto Cenere,red - Tempranillo,23,0.66
Pecorino Dei Malatesta Sotto Cenere,rosé - Cinsault,27,0.77
Pecorino Dei Malatesta Sotto Cenere,rosé - Grenache,28,0.8
Pecorino Dei Malatesta Sotto Cenere,rosé - Malbec,20,0.57
Pecorino Dei Malatesta Sotto Cenere,rosé - Merlot,28,0.8
Pecorino Dei Malatesta Sotto Cenere,rosé - Mourvèdre,21,0.6
Pecorino Dei Malatesta Sotto Cenere,rosé - Pinot Noir,25,0.71
Pecorino Dei Malatesta Sotto Cenere,rosé - Sangiovese,25,0.71
Pecorino Dei Malatesta Sotto Cenere,rosé - Shiraz,27,0.77
Pecorino Dei Malatesta Sotto Cenere,rosé - Tempranillo,27,0.77
Pecorino Dei Malatesta Sotto Cenere,white - Albariño,23,0.66
Pecorino Dei Malatesta Sotto Cenere,white - Chardonnay,25,0.71
Pecorino Dei Malatesta Sotto Cenere,white - Chenin Blanc,25,0.71
Pecorino Dei Malatesta Sotto Cenere,white - Gewürztraminer,23,0.66
Pecorino Dei Malatesta Sotto Cenere,white - Moscato,28,0.8
Pecorino Dei Malatesta Sotto Cenere,white - Pinot Grigio,28,0.8
Pecorino Dei Malatesta Sotto Cenere,white - Riesling,25,0.71
Pecorino Dei Malatesta Sotto Cenere,white - Sauvignon Blanc,25,0.71
Pecorino Dei Malatesta Sotto Cenere,white - Vermentino,25,0.71
Pecorino Dei Malatesta Sotto Cenere,white - Viognier,28,0.8
Pecorino Erica,port - Gouveio,22,0.63
Pecorino Erica,port - Malvasia Fina,22,0.63
Pecorino Erica,port - Sousão,19,0.54
Pecorino Erica,port - Tempranillo,28,0.8
Pecorino Erica,port - Tinta Amarela,28,0.8
Pecorino Erica,port - Tinta Barroca,19,0.54
Pecorino Erica,port - Tinta Cão,19,0.54
Pecorino Erica,port - Touriga Franca,27,0.77
Pecorino Erica,port - Touriga Nacional,19,0.54
Pecorino Erica,port - Viosinho,22,0.63
Pecorino Erica,red - Cabernet Sauvignon,28,0.8
Pecorino Erica,red - Carménère,30,0.86
Pecorino Erica,red - Malbec,22,0.63
Pecorino Erica,red - Merlot,28,0.8
Pecorino Erica,red - Pinot Noir,28,0.8
Pecorino Erica,red - Shiraz,22,0.63
Pecorino Erica,red - Tempranillo,22,0.63
Pecorino Erica,rosé - Cinsault,26,0.74
Pecorino Erica,rosé - Grenache,28,0.8
Pecorino Erica,rosé - Malbec,19,0.54
Pecorino Erica,rosé - Merlot,28,0.8
Pecorino Erica,rosé - Mourvèdre,20,0.57
Pecorino Erica,rosé - Pinot Noir,28,0.8
Pecorino Erica,rosé - Sangiovese,28,0.8
Pecorino Erica,rosé - Shiraz,30,0.86
Pecorino Erica,rosé - Tempranillo,30,0.86
Pecorino Erica,white - Albariño,22,0.63
Pecorino Erica,white - Chardonnay,28,0.8
Pecorino Erica,white - Chenin Blanc,28,0.8
Pecorino Erica,white - Gewürztraminer,22,0.63
Pecorino Erica,white - Moscato,28,0.8
Pecorino Erica,white - Pinot Grigio,27,0.77
Pecorino Erica,white - Riesling,22,0.63
Pecorino Erica,white - Sauvignon Blanc,22,0.63
Pecorino Erica,white - Vermentino,24,0.69
Pecorino Erica,white - Viognier,30,0.86
Pecorino Fiordaliso,port - Gouveio,22,0.63
Pecorino Fiordaliso,port - Malvasia Fina,22,0.63
Pecorino Fiordaliso,port - Sousão,21,0.6
Pecorino Fiordaliso,port - Tempranillo,26,0.74
Pecorino Fiordaliso,port - Tinta Amarela,26,0.74
Pecorino Fiordaliso,port - Tinta Barroca,21,0.6
Pecorino Fiordaliso,port - Tinta Cão,21,0.6
Pecorino Fiordaliso,port - Touriga Franca,25,0.71
Pecorino Fiordaliso,port - Touriga Nacional,21,0.6
Pecorino Fiordaliso,port - Viosinho,22,0.63
Pecorino Fiordaliso,red - Cabernet Sauvignon,26,0.74
Pecorino Fiordaliso,red - Carménère,26,0.74
Pecorino Fiordaliso,red - Malbec,24,0.69
Pecorino Fiordaliso,red - Merlot,26,0.74
Pecorino Fiordaliso,red - Pinot Noir,26,0.74
Pecorino Fiordaliso,red - Shiraz,24,0.69
Pecorino Fiordaliso,red - Tempranillo,24,0.69
Pecorino Fiordaliso,rosé - Cinsault,24,0.69
Pecorino Fiordaliso,rosé - Grenache,26,0.74
Pecorino Fiordaliso,rosé - Malbec,21,0.6
Pecorino Fiordaliso,rosé - Merlot,26,0.74
Pecorino Fiordaliso,rosé - Mourvèdre,22,0.63
Pecorino Fiordaliso,rosé - Pinot Noir,26,0.74
Pecorino Fiordaliso,rosé - Sangiovese,26,0.74
Pecorino Fiordaliso,rosé - Shiraz,26,0.74
Pecorino Fiordaliso,rosé - Tempranillo,26,0.74
Pecorino Fiordaliso,white - Albariño,24,0.69
Pecorino Fiordaliso,white - Chardonnay,26,0.74
Pecorino Fiordaliso,white - Chenin Blanc,26,0.74
Pecorino Fiordaliso,white - Gewürztraminer,22,0.63
Pecorino Fiordaliso,white - Moscato,26,0.74
Pecorino Fiordaliso,white - Pinot Grigio,25,0.71
Pecorino Fiordaliso,white - Riesling,24,0.69
Pecorino Fiordaliso,white - Sauvignon Blanc,24,0.69
Pecorino Fiordaliso,white - Vermentino,24,0.69
Pecorino Fiordaliso,white - Viognier,26,0.74
Pecorino Foglie Noci,port - Gouveio,19,0.54
Pecorino Foglie Noci,port - Malvasia Fina,19,0.54
Pecorino Foglie Noci,port - Sousão,20,0.57
Pecorino Foglie Noci,port - Tempranillo,23,0.66
Pecorino Foglie Noci,port - Tinta Amarela,23,0.66
Pecorino Foglie Noci,port - Tinta Barroca,20,0.57
Pecorino Foglie Noci,port - Tinta Cão,20,0.57
Pecorino Foglie Noci,port - Touriga Franca,22,0.63
Pecorino Foglie Noci,port - Touriga Nacional,20,0.57
Pecorino Foglie Noci,port - Viosinho,19,0.54
Pecorino Foglie Noci,red - Cabernet Sauvignon,25,0.71
Pecorino Foglie Noci,red - Carménère,25,0.71
Pecorino Foglie Noci,red - Malbec,25,0.71
Pecorino Foglie Noci,red - Merlot,24,0.69
Pecorino Foglie Noci,red - Pinot Noir,23,0.66
Pecorino Foglie Noci,red - Shiraz,21,0.6
Pecorino Foglie Noci,red - Tempranillo,25,0.71
Pecorino Foglie Noci,rosé - Cinsault,23,0.66
Pecorino Foglie Noci,rosé - Grenache,23,0.66
Pecorino Foglie Noci,rosé - Malbec,20,0.57
Pecorino Foglie Noci,rosé - Merlot,25,0.71
Pecorino Foglie Noci,rosé - Mourvèdre,23,0.66
Pecorino Foglie Noci,rosé - Pinot Noir,23,0.66
Pecorino Foglie Noci,rosé - Sangiovese,25,0.71
Pecorino Foglie Noci,rosé - Shiraz,25,0.71
Pecorino Foglie Noci,rosé - Tempranillo,25,0.71
Pecorino Foglie Noci,white - Albariño,25,0.71
Pecorino Foglie Noci,white - Chardonnay,23,0.66
Pecorino Foglie Noci,white - Chenin Blanc,23,0.66
Pecorino Foglie Noci,white - Gewürztraminer,19,0.54
Pecorino Foglie Noci,white - Moscato,23,0.66
Pecorino Foglie Noci,white - Pinot Grigio,23,0.66
Pecorino Foglie Noci,white - Riesling,21,0.6
Pecorino Foglie Noci,white - Sauvignon Blanc,21,0.6
Pecorino Foglie Noci,white - Vermentino,20,0.57
Pecorino Foglie Noci,white - Viognier,25,0.71
Pecorino Gelsomino,port - Gouveio,21,0.6
Pecorino Gelsomino,port - Malvasia Fina,21,0.6
Pecorino Gelsomino,port - Sousão,22,0.63
Pecorino Gelsomino,port - Tempranillo,25,0.71
Pecorino Gelsomino,port - Tinta Amarela,25,0.71
Pecorino Gelsomino,port - Tinta Barroca,22,0.63
Pecorino Gelsomino,port - Tinta Cão,22,0.63
Pecorino Gelsomino,port - Touriga Franca,22,0.63
Pecorino Gelsomino,port - Touriga Nacional,22,0.63
Pecorino Gelsomino,port - Viosinho,21,0.6
Pecorino Gelsomino,red - Cabernet Sauvignon,25,0.71
Pecorino Gelsomino,red - Carménère,25,0.71
Pecorino Gelsomino,red - Malbec,25,0.71
Pecorino Gelsomino,red - Merlot,25,0.71
Pecorino Gelsomino,red - Pinot Noir,25,0.71
Pecorino Gelsomino,red - Shiraz,25,0.71
Pecorino Gelsomino,red - Tempranillo,25,0.71
Pecorino Gelsomino,rosé - Cinsault,21,0.6
Pecorino Gelsomino,rosé - Grenache,25,0.71
Pecorino Gelsomino,rosé - Malbec,22,0.63
Pecorino Gelsomino,rosé - Merlot,25,0.71
Pecorino Gelsomino,rosé - Mourvèdre,25,0.71
Pecorino Gelsomino,rosé - Pinot Noir,25,0.71
Pecorino Gelsomino,rosé - Sangiovese,25,0.71
Pecorino Gelsomino,rosé - Shiraz,25,0.71
Pecorino Gelsomino,rosé - Tempranillo,25,0.71
Pecorino Gelsomino,white - Albariño,25,0.71
Pecorino Gelsomino,white - Chardonnay,25,0.71
Pecorino Gelsomino,white - Chenin Blanc,25,0.71
Pecorino Gelsomino,white - Gewürztraminer,21,0.6
Pecorino Gelsomino,white - Moscato,25,0.71
Pecorino Gelsomino,white - Pinot Grigio,22,0.63
Pecorino Gelsomino,white - Riesling,25,0.71
Pecorino Gelsomino,white - Sauvignon Blanc,25,0.71
Pecorino Gelsomino,white - Vermentino,22,0.63
Pecorino Gelsomino,white - Viognier,25,0.71
Pecorino Ginepro,port - Gouveio,21,0.6
Pecorino Ginepro,port - Malvasia Fina,21,0.6
Pecorino Ginepro,port - Sousão,20,0.57
Pecorino Ginepro,port - Tempranillo,25,0.71
Pecorino Ginepro,port - Tinta Amarela,25,0.71
Pecorino Ginepro,port - Tinta Barroca,20,0.57
Pecorino Ginepro,port - Tinta Cão,20,0.57
Pecorino Ginepro,port - Touriga Franca,22,0.63
Pecorino Ginepro,port - Touriga Nacional,20,0.57
Pecorino Ginepro,port - Viosinho,21,0.6
Pecorino Ginepro,red - Cabernet Sauvignon,29,0.83
Pecorino Ginepro,red - Carménère,25,0.71
Pecorino Ginepro,red - Malbec,29,0.83
Pecorino Ginepro,red - Merlot,25,0.71
Pecorino Ginepro,red - Pinot Noir,25,0.71
Pecorino Ginepro,red - Shiraz,23,0.66
Pecorino Ginepro,red - Tempranillo,29,0.83
Pecorino Ginepro,rosé - Cinsault,23,0.66
Pecorino Ginepro,rosé - Grenache,25,0.71
Pecorino Ginepro,rosé - Malbec,20,0.57
Pecorino Ginepro,rosé - Merlot,29,0.83
Pecorino Ginepro,rosé - Mourvèdre,27,0.77
Pecorino Ginepro,rosé - Pinot Noir,25,0.71
Pecorino Ginepro,rosé - Sangiovese,29,0.83
Pecorino Ginepro,rosé - Shiraz,25,0.71
Pecorino Ginepro,rosé - Tempranillo,25,0.71
Pecorino Ginepro,white - Albariño,29,0.83
Pecorino Ginepro,white - Chardonnay,27,0.77
Pecorino Ginepro,white - Chenin Blanc,26,0.74
Pecorino Ginepro,white - Gewürztraminer,21,0.6
Pecorino Ginepro,white - Moscato,25,0.71
Pecorino Ginepro,white - Pinot Grigio,23,0.66
Pecorino Ginepro,white - Riesling,21,0.6
Pecorino Ginepro,white - Sauvignon Blanc,21,0.6
Pecorino Ginepro,white - Vermentino,23,0.66
Pecorino Ginepro,white - Viognier,23,0.66
Pecorino Gran Riserva Del Passatore,port - Gouveio,24,0.69
Pecorino Gran Riserva Del Passatore,port - Malvasia Fina,24,0.69
Pecorino Gran Riserva Del Passatore,port - Sousão,21,0.6
Pecorino Gran Riserva Del Passatore,port - Tempranillo,27,0.77
Pecorino Gran Riserva Del Passatore,port - Tinta Amarela,27,0.77
Pecorino Gran Riserva Del Passatore,port - Tinta Barroca,21,0.6
Pecorino Gran Riserva Del Passatore,port - Tinta Cão,21,0.6
Pecorino Gran Riserva Del Passatore,port - Touriga Franca,27,0.77
Pecorino Gran Riserva Del Passatore,port - Touriga Nacional,21,0.6
Pecorino Gran Riserva Del Passatore,port - Viosinho,24,0.69
Pecorino Gran Riserva Del Passatore,red - Cabernet Sauvignon,26,0.74
Pecorino Gran Riserva Del Passatore,red - Carménère,28,0.8
Pecorino Gran Riserva Del Passatore,red - Malbec,24,0.69
Pecorino Gran Riserva Del Passatore,red - Merlot,26,0.74
Pecorino Gran Riserva Del Passatore,red - Pinot Noir,27,0.77
Pecorino Gran Riserva Del Passatore,red - Shiraz,22,0.63
Pecorino Gran Riserva Del Passatore,red - Tempranillo,24,0.69
Pecorino Gran Riserva Del Passatore,rosé - Cinsault,26,0.74
Pecorino Gran Riserva Del Passatore,rosé - Grenache,27,0.77
Pecorino Gran Riserva Del Passatore,rosé - Malbec,21,0.6
Pecorino Gran Riserva Del Passatore,rosé - Merlot,27,0.77
Pecorino Gran Riserva Del Passatore,rosé - Mourvèdre,22,0.63
Pecorino Gran Riserva Del Passatore,rosé - Pinot Noir,26,0.74
Pecorino Gran Riserva Del Passatore,rosé - Sangiovese,26,0.74
Pecorino Gran Riserva Del Passatore,rosé - Shiraz,28,0.8
Pecorino Gran Riserva Del Passatore,rosé - Tempranillo,28,0.8
Pecorino Gran Riserva Del Passatore,white - Albariño,24,0.69
Pecorino Gran Riserva Del Passatore,white - Chardonnay,26,0.74
Pecorino Gran Riserva Del Passatore,white - Chenin Blanc,26,0.74
Pecorino Gran Riserva Del Passatore,white - Gewürztraminer,24,0.69
Pecorino Gran Riserva Del Passatore,white - Moscato,27,0.77
Pecorino Gran Riserva Del Passatore,white - Pinot Grigio,27,0.77
Pecorino Gran Riserva Del Passatore,white - Riesling,26,0.74
Pecorino Gran Riserva Del Passatore,white - Sauvignon Blanc,26,0.74
Pecorino Gran Riserva Del Passatore,white - Vermentino,24,0.69
Pecorino Gran Riserva Del Passatore,white - Viognier,28,0.8
Pecorino Mallo di Noce,port - Gouveio,19,0.54
Pecorino Mallo di Noce,port - Malvasia Fina,19,0.54
Pecorino Mallo di Noce,port - Sousão,20,0.57
Pecorino Mallo di Noce,port - Tempranillo,24,0.69
Pecorino Mallo di Noce,port - Tinta Amarela,24,0.69
Pecorino Mallo di Noce,port - Tinta Barroca,20,0.57
Pecorino Mallo di Noce,port - Tinta Cão,20,0.57
Pecorino Mallo di Noce,port - Touriga Franca,24,0.69
Pecorino Mallo di Noce,port - Touriga Nacional,20,0.57
Pecorino Mallo di Noce,port - Viosinho,19,0.54
Pecorino Mallo di Noce,red - Cabernet Sauvignon,23,0.66
Pecorino Mallo di Noce,red - Carménère,25,0.71
Pecorino Mallo di Noce,red - Malbec,23,0.66
Pecorino Mallo di Noce,red - Merlot,23,0.66
Pecorino Mallo di Noce,red - Pinot Noir,24,0.69
Pecorino Mallo di Noce,red - Shiraz,21,0.6
Pecorino Mallo di Noce,red - Tempranillo,23,0.66
Pecorino Mallo di Noce,rosé - Cinsault,25,0.71
Pecorino Mallo di Noce,rosé - Grenache,24,0.69
Pecorino Mallo di Noce,rosé - Malbec,20,0.57
Pecorino Mallo di Noce,rosé - Merlot,24,0.69
Pecorino Mallo di Noce,rosé - Mourvèdre,23,0.66
Pecorino Mallo di Noce,rosé - Pinot Noir,23,0.66
Pecorino Mallo di Noce,rosé - Sangiovese,23,0.66
Pecorino Mallo di Noce,rosé - Shiraz,25,0.71
Pecorino Mallo di Noce,rosé - Tempranillo,25,0.71
Pecorino Mallo di Noce,white - Albariño,23,0.66
Pecorino Mallo di Noce,white - Chardonnay,23,0.66
Pecorino Mallo di Noce,white - Chenin Blanc,23,0.66
Pecorino Mallo di Noce,white - Gewürztraminer,19,0.54
Pecorino Mallo di Noce,white - Moscato,24,0.69
Pecorino Mallo di Noce,white - Pinot Grigio,25,0.71
Pecorino Mallo di Noce,white - Riesling,21,0.6
Pecorino Mallo di Noce,white - Sauvignon Blanc,21,0.6
